experiment_id,timestamp,split,seed,mode,initial_loss,final_loss,steps_to_threshold,converged,diverged,wall_clock_s,delta_w_norm,model.depth,model.width,model.n_params,model.flops,model.activation,model.normalization,model.residual_connection_ratio,model.attention_structure,model.required_memory_bytes,model.init_method,model.weight_norm_mean,model.weight_norm_std,task.input_dim,task.noise_level,task.n_samples,task.target_variance,task.target_entropy_estimate,task.feature_correlation_mean,task.redundancy,task.class_imbalance,task.distribution,hardware.device_type,hardware.device_name,hardware.device_count,hardware.memory_bytes,hardware.precision,hardware.interconnect,regime.regime_model_size,regime.regime_data_noise,regime.regime_data_volume,regime.regime_device,regime.regime_label,training.learning_rate,training.batch_size,training.optimizer,training.weight_decay,training.init_method,zero_cost.synflow,zero_cost.snip,zero_cost.grasp,zero_cost.jacob_cov,zero_cost.effective_rank,zero_cost.hessian_trace,zero_cost.jacobian_condition_mean,zero_cost.jacobian_condition_median,zero_cost.jacobian_sigma_max_mean,zero_cost.gradient_norm,zero_cost.gradient_norm_variance,zero_cost.activation_mean,zero_cost.activation_variance
111,2026-09-01 12:37:59,test,136,full_training,2.8269176483154297,0.040657736361026764,32.0,1,0,0.03739493800094351,5.023231029510498,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.129,256,2.3382134437561035,1.8436321093005483,0.05710975922379513,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,low,cpu,small_model__moderate_data__low_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,8.476329803466797,-35.654441833496094,112.59175109863281,17.674640655517578,16.39880790710449,3.445358991622925,3.313832998275757,1.438348650932312,2.8802340030670166,22.473255157470703,0.23269476741552353,0.1348928064107895
112,2026-09-01 12:37:59,train,137,full_training,1.0868486166000366,0.04738829284906387,120.0,1,0,0.15318306698463857,5.810258865356445,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.054,512,1.9732334613800049,1.7587753072846106,0.02954186026153761,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,11.673948287963867,-70.36509704589844,70.3037338256836,13.863263130187988,38.3649097442627,3.102024793624878,2.975198268890381,1.6176645755767822,4.001501083374023,194.90467834472656,0.20615677535533905,0.12673839926719666
113,2026-09-01 12:38:00,train,137,full_training,3.11128306388855,0.032402992248535156,175.0,1,0,0.22220752999419346,5.925803184509277,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.054,512,1.9732334613800049,1.7587753072846106,0.02954186026153761,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,39.220523834228516,-758.1083984375,70.3037338256836,13.863263130187988,118.3684211730957,3.102024793624878,2.97519850730896,3.431584596633911,10.452242851257324,1031.57470703125,0.43732455372810364,0.5703227519989014
114,2026-09-01 12:38:00,train,137,full_training,1.0486268997192383,0.03213274106383324,113.0,1,0,0.1481260880245827,6.001881122589111,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.054,512,1.9732334613800049,1.7587753072846106,0.02954186026153761,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,medium,cpu,small_model__clean_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,10.104669570922852,-63.50811767578125,84.60526275634766,15.58775520324707,21.052418899536132,2.006582260131836,1.870443344116211,1.2575817108154297,3.8152801990509033,148.52743530273438,0.186498761177063,0.09158090129494667
115,2026-09-01 12:38:00,test,138,full_training,3.939302921295166,0.04981474205851555,122.0,1,0,0.15675558100338094,6.431124687194824,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.115,512,2.701568603515625,1.915854817495135,0.03861691761413829,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,21.245464324951172,-303.2115173339844,75.71315002441406,14.310002326965332,12.73558406829834,3.276080846786499,3.1661415100097656,1.6074695587158203,8.797050476074219,193.58139038085938,0.19805152714252472,0.10856325179338455
116,2026-09-01 12:38:00,test,138,full_training,5.874272346496582,0.04892591014504433,176.0,1,0,0.2024666020006407,6.323477268218994,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.115,512,2.701568603515625,1.915854817495135,0.03861691761413829,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,he,225.21484375,64.22665405273438,-2370.126220703125,75.71315002441406,14.309999465942383,75.41501235961914,3.276081085205078,3.1661410331726074,3.4099576473236084,20.32662582397461,1351.2138671875,0.4201306849718094,0.4885345846414566
117,2026-09-01 12:38:00,test,138,full_training,3.5288445949554443,0.045790888369083405,138.0,1,0,0.1604621890000999,6.403139591217041,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.115,512,2.701568603515625,1.915854817495135,0.03861691761413829,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,medium,cpu,small_model__moderate_data__medium_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,15.686290740966797,-165.99746704101562,85.00401306152344,15.533108711242676,1.5769739151000977,2.0692977905273438,1.9905411005020142,1.238237738609314,7.106342315673828,74.39741516113281,0.18329134583473206,0.08145269379019737
118,2026-09-01 12:38:01,train,139,full_training,2.054957151412964,0.04994931444525719,37.0,1,0,0.044502684992039576,3.6307997703552246,2,32,1185,2240,relu,none,0.0,none,18960,xavier,3.9327030579249063,2.911090850830078,2,0.288,512,1.9845118522644043,1.7616250160254694,0.03018507770969829,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,xavier,58.31831359863281,9.703944206237793,-27.622037887573242,-108.6239013671875,6.903243064880371,8.064552879333496,1.8239716291427612,1.3762353658676147,1.2258614301681519,3.351715564727783,30.515300750732422,0.11709689348936081,0.054813651368021965
119,2026-09-01 12:38:01,train,139,full_training,1.378700852394104,0.048077501356601715,114.0,1,0,0.13383381301537156,2.934329032897949,2,32,1185,2240,relu,none,0.0,none,18960,he,5.592296163241069,2.8417537212371826,2,0.288,512,1.9845118522644043,1.7616250160254694,0.03018507770969829,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,he,203.48391723632812,17.783672332763672,48.63825988769531,-108.6239013671875,6.903243064880371,180.86304664611816,1.8239716291427612,1.3762352466583252,3.573969602584839,4.656151294708252,167.6304168701172,0.3413931876420975,0.46591605246067047
120,2026-09-01 12:38:01,train,139,full_training,2.1642982959747314,0.04966355487704277,37.0,1,0,0.046289477992104366,3.818580389022827,2,32,1185,2240,relu,none,0.0,none,18960,orthogonal,3.666666487852732,3.0912060737609863,2,0.288,512,1.9845118522644043,1.7616250160254694,0.03018507770969829,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,medium,cpu,small_model__noisy_data__medium_volume,0.02,32,adam,1e-05,orthogonal,35.72531509399414,6.695357799530029,-22.360004425048828,-120.18435668945312,7.228226661682129,-9.602167892456055,1.400977611541748,1.3643802404403687,1.0868576765060425,2.671138286590576,16.84825897216797,0.10553738474845886,0.038258008658885956
121,2026-09-01 12:38:01,train,140,full_training,1.3225603103637695,0.04495451599359512,41.0,1,0,0.04789598801289685,4.680019855499268,2,32,1249,2368,relu,none,0.0,none,19984,xavier,4.106595436731975,2.8521344661712646,4,0.009,256,1.582497477531433,1.648440673733646,0.029356492902319203,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,xavier,88.71050262451172,12.554582595825195,-136.74977111816406,74.9027099609375,14.0032320022583,36.48327445983887,3.366986036300659,3.4100892543792725,1.644171953201294,5.109025478363037,181.9252471923828,0.20420603454113007,0.12352589890360832
122,2026-09-01 12:38:01,train,140,full_training,2.2517271041870117,0.04370661824941635,45.0,1,0,0.05321678801556118,4.3406901359558105,2,32,1249,2368,relu,none,0.0,none,19984,he,5.400059739748637,2.908212184906006,4,0.009,256,1.582497477531433,1.648440673733646,0.029356492902319203,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,he,225.21484375,48.96525192260742,-1826.921875,74.9027099609375,14.003229141235352,119.26217374801635,3.366986036300659,3.4100894927978516,3.4878151416778564,15.506597518920898,1279.0999755859375,0.4331863969564438,0.5558665096759796
123,2026-09-01 12:38:01,train,140,full_training,1.369280219078064,0.02785840816795826,57.0,1,0,0.07685578800737858,5.224262714385986,2,32,1249,2368,relu,none,0.0,none,19984,orthogonal,3.9428090254465737,2.9643869400024414,4,0.009,256,1.582497477531433,1.648440673733646,0.029356492902319203,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,orthogonal,68.3827133178711,10.81207275390625,-73.80846405029297,81.43358612060547,15.073762893676758,23.062313270568847,2.0391476154327393,1.9465076923370361,1.2284526824951172,4.052886009216309,141.5739288330078,0.18663061410188675,0.09214991703629494
124,2026-09-01 12:38:02,train,141,full_training,11.593159675598145,0.04925113171339035,571.0,1,0,0.7247440550127067,10.566035270690918,2,32,1345,2560,relu,none,0.0,none,21520,xavier,4.824894110361735,2.6007485389709473,7,0.234,768,4.520341396331787,2.173232293781563,0.026753035899944128,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,222.52198791503906,57.45792007446289,-2050.76123046875,114.03031158447266,17.359394073486328,129.1062110900879,615235.0,6.321896076202393,2.130213737487793,18.61888885498047,570.3653564453125,0.32183122634887695,0.2857022285461426
125,2026-09-01 12:38:03,train,141,full_training,16.777149200439453,0.042343221604824066,697.0,1,0,0.7020576729846653,11.076711654663086,2,32,1345,2560,relu,none,0.0,none,21520,he,6.084149400393168,3.0874176025390625,7,0.234,768,4.520341396331787,2.173232293781563,0.026753035899944128,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,444.48486328125,161.94740295410156,-14000.7744140625,114.03031158447266,17.359394073486328,379.63798942565916,962202.375,6.321897983551025,3.555424928665161,44.01357650756836,3076.110107421875,0.5371510982513428,0.7958848476409912
126,2026-09-01 12:38:03,train,141,full_training,9.605825424194336,0.0482867956161499,569.0,1,0,0.48728917399421334,11.64314079284668,2,32,1345,2560,relu,none,0.0,none,21520,orthogonal,4.247219244639079,2.8800108432769775,7,0.234,768,4.520341396331787,2.173232293781563,0.026753035899944128,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,111.43936157226562,26.100788116455078,-597.0052490234375,115.11943054199219,19.347469329833984,103.88866920471192,4.299910545349121,4.150774002075195,1.5260658264160156,11.020938873291016,193.5713653564453,0.2720613032579422,0.16683568060398102
127,2026-09-01 12:38:03,train,142,full_training,1.8194128274917603,0.04455598443746567,45.0,1,0,0.039193533011712134,4.897257328033447,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.208,768,2.0892856121063232,1.7873496307827879,0.01890228739658322,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,10.533478736877441,-44.0404052734375,106.62181854248047,17.615964889526367,53.159508848190306,5.034432411193848,4.693536758422852,1.829906702041626,2.999577283859253,123.69417572021484,0.2998775839805603,0.2543323189020157
128,2026-09-01 12:38:03,train,142,full_training,1.970314621925354,0.04207180440425873,52.0,1,0,0.04322231898549944,4.650222301483154,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.208,768,2.0892856121063232,1.7873496307827879,0.01890228739658322,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,he,383.60638427734375,27.608182907104492,-264.2000732421875,106.62181854248047,17.61597442626953,140.55114059448243,5.034432411193848,4.69353723526001,3.256342649459839,6.623433589935303,649.53759765625,0.5336360484361649,0.8053857088088989
129,2026-09-01 12:38:03,train,142,full_training,2.464275598526001,0.04874753952026367,45.0,1,0,0.0382096900139004,5.419702529907227,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.208,768,2.0892856121063232,1.7873496307827879,0.01890228739658322,0.0,,gaussian,cpu,cpu,8,,float32,none,small,moderate,high,cpu,small_model__moderate_data__high_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,7.362156391143799,-30.845239639282227,110.82412719726562,17.718503952026367,28.895751190185546,3.4181923866271973,3.2344553470611572,1.4229485988616943,2.6476757526397705,100.71131134033203,0.24651817232370377,0.15141792595386505
130,2026-09-01 12:38:04,train,143,full_training,3.963613271713257,0.04554417356848717,110.0,1,0,0.09723586798645556,6.303657531738281,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.255,256,1.9799648523330688,1.7604780798056487,0.04416890228808899,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,xavier,116.72314453125,13.150585174560547,-118.99436950683594,103.45785522460938,16.219022750854492,67.7766502380371,4.015149116516113,3.8920557498931885,1.7573256492614746,3.9861159324645996,333.83099365234375,0.255312941968441,0.18572784960269928
131,2026-09-01 12:38:04,train,143,full_training,6.006402969360352,0.038892440497875214,113.0,1,0,0.11780815699603409,5.667515277862549,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.255,256,1.9799648523330688,1.7604780798056487,0.04416890228808899,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,he,268.70367431640625,51.986324310302734,-1892.20849609375,103.45785522460938,16.219022750854492,218.57604522705077,4.015148639678955,3.8920562267303467,3.3802835941314697,14.341650009155273,1750.5596923828125,0.49110426008701324,0.6871930658817291
132,2026-09-01 12:38:04,train,143,full_training,3.837975025177002,0.045289941132068634,176.0,1,0,0.18661236800835468,6.60685396194458,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.255,256,1.9799648523330688,1.7604780798056487,0.04416890228808899,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,6.71370267868042,-27.247692108154297,102.34671020507812,17.330955505371094,42.53336181640625,2.8248674869537354,2.789793014526367,1.2994168996810913,2.3460614681243896,276.4471435546875,0.2062496617436409,0.11233460158109665
133,2026-09-01 12:38:04,train,144,full_training,10.197870254516602,0.031845103949308395,180.0,1,0,0.17253334002452902,7.2999773025512695,2,32,1313,2496,relu,none,0.0,none,21008,xavier,4.628277778625488,2.699293613433838,6,0.011,256,7.941459655761719,2.4549870802554614,0.04330711433157657,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,xavier,180.12289428710938,37.64654541015625,-807.9779663085938,107.97189331054688,17.735815048217773,143.03342819213867,4.932607650756836,4.833069324493408,1.8453869819641113,15.149529457092285,1447.4185791015625,0.29239875078201294,0.22524763643741608
134,2026-09-01 12:38:04,train,144,full_training,11.010977745056152,0.037342894822359085,183.0,1,0,0.16479267200338654,6.942847728729248,2,32,1313,2496,relu,none,0.0,none,21008,he,5.945054133733113,3.1431682109832764,6,0.011,256,7.941459655761719,2.4549870802554614,0.04330711433157657,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,he,383.60638427734375,77.5983657836914,-2664.175048828125,107.97189331054688,17.735815048217773,268.71968536376954,4.932608127593994,4.833065509796143,3.28389048576355,26.55787467956543,4861.95751953125,0.5203273892402649,0.7132841348648071
135,2026-09-01 12:38:04,train,144,full_training,9.880966186523438,0.04555812105536461,140.0,1,0,0.12934876600047573,7.5075602531433105,2,32,1313,2496,relu,none,0.0,none,21008,orthogonal,4.154700259367625,2.899160146713257,6,0.011,256,7.941459655761719,2.4549870802554614,0.04330711433157657,0.0,,gaussian,cpu,cpu,8,,float32,none,small,clean,low,cpu,small_model__clean_data__low_volume,0.02,32,adam,1e-05,orthogonal,108.75711059570312,24.29110336303711,-500.72320556640625,114.1780014038086,17.73099136352539,48.39211883544922,3.576460838317871,3.4359946250915527,1.4526770114898682,12.084881782531738,947.6133422851562,0.24428953230381012,0.14154235273599625
136,2026-09-01 12:38:05,test,145,full_training,2.661433696746826,0.03460106626152992,53.0,1,0,0.05227278298116289,5.039094924926758,2,32,1281,2432,relu,none,0.0,none,20496,xavier,4.337605396906535,2.741262674331665,5,0.274,256,2.0790271759033203,1.7848885734111786,0.05433708929930849,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,xavier,116.72314453125,12.588961601257324,-81.35828399658203,105.30982208251953,17.640405654907227,55.08091011047363,4.1466875076293945,3.656899929046631,1.7882943153381348,3.684596300125122,124.79460906982422,0.2425943836569786,0.16485080122947693
137,2026-09-01 12:38:05,test,145,full_training,5.481329917907715,0.04307141155004501,56.0,1,0,0.05787185099325143,4.924734115600586,2,32,1281,2432,relu,none,0.0,none,20496,he,5.668473839759827,3.066263437271118,5,0.274,256,2.0790271759033203,1.7848885734111786,0.05433708929930849,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,he,268.70367431640625,41.021175384521484,-830.2125244140625,105.30982208251953,17.640405654907227,206.56972999572753,4.146687030792236,3.6568994522094727,3.4398529529571533,10.318581581115723,946.973388671875,0.4666396528482437,0.6099480092525482
138,2026-09-01 12:38:05,test,145,full_training,1.943957805633545,0.044032853096723557,23.0,1,0,0.022801570972660556,4.278299331665039,2,32,1281,2432,relu,none,0.0,none,20496,orthogonal,4.054092566172282,2.926488161087036,5,0.274,256,2.0790271759033203,1.7848885734111786,0.05433708929930849,0.0,,gaussian,cpu,cpu,8,,float32,none,small,noisy,low,cpu,small_model__noisy_data__low_volume,0.02,32,adam,1e-05,orthogonal,84.57994079589844,8.814136505126953,-40.15560531616211,103.59687042236328,17.239458084106445,46.66926803588867,2.7567152976989746,2.5142412185668945,1.3047685623168945,3.0007665157318115,60.060916900634766,0.19892054051160812,0.11028588563203812
